fare_id,origin_id,destination_id,Price,currency_type,origin_station,destination_station
409,NBRK,NBRK,6.4,USD,North Berkeley,North Berkeley
410,NBRK,DBRK,2.15,USD,North Berkeley,Downtown Berkeley
411,NBRK,ASHB,2.15,USD,North Berkeley,Ashby
412,NBRK,MCAR,2.15,USD,North Berkeley,MacArthur
413,NBRK,19TH,2.15,USD,North Berkeley,19th Street Oakland
414,NBRK,12TH,2.15,USD,North Berkeley,12th Street Oakland
415,NBRK,LAKE,2.15,USD,North Berkeley,Lake Merritt
416,NBRK,FTVL,2.7,USD,North Berkeley,Fruitvale
417,NBRK,COLS,3.05,USD,North Berkeley,Coliseum
418,NBRK,SANL,3.5,USD,North Berkeley,San Leandro
419,NBRK,BAYF,3.75,USD,North Berkeley,Bay Fair
420,NBRK,HAYW,4.1,USD,North Berkeley,Hayward
421,NBRK,SHAY,4.4,USD,North Berkeley,South Hayward
422,NBRK,UCTY,4.95,USD,North Berkeley,Union City
423,NBRK,FRMT,5.35,USD,North Berkeley,Fremont
424,NBRK,CAST,4.1,USD,North Berkeley,Castro Valley
425,NBRK,DUBL,5.3,USD,North Berkeley,Dublin/Pleasanton
426,NBRK,PITT,5.4,USD,North Berkeley,Pittsburg/Bay Point
427,NBRK,NCON,4.8,USD,North Berkeley,North Concord/Martinez
428,NBRK,COLM,5.1,USD,North Berkeley,Colma
429,NBRK,CONC,4.6,USD,North Berkeley,Concord
430,NBRK,PHIL,4.15,USD,North Berkeley,Pleasant Hill
431,NBRK,WCRK,3.95,USD,North Berkeley,Walnut Creek
432,NBRK,LAFY,3.55,USD,North Berkeley,Lafayette
433,NBRK,ORIN,2.9,USD,North Berkeley,Orinda
434,NBRK,ROCK,2.15,USD,North Berkeley,Rockridge
435,NBRK,WOAK,2.35,USD,North Berkeley,West Oakland
436,NBRK,EMBR,4.6,USD,North Berkeley,Embarcadero
437,NBRK,MONT,4.6,USD,North Berkeley,Montgomery Street
438,NBRK,POWL,4.6,USD,North Berkeley,Powell Street
439,NBRK,CIVC,4.6,USD,North Berkeley,Civic Center
440,NBRK,16TH,4.65,USD,North Berkeley,16th Street Mission
441,NBRK,24TH,4.75,USD,North Berkeley,24th Street Mission
442,NBRK,GLEN,4.9,USD,North Berkeley,Glen Park
443,NBRK,BALB,4.95,USD,North Berkeley,Balboa Park
444,NBRK,DALY,5.1,USD,North Berkeley,Daly City
445,NBRK,OAKL,9.75,USD,North Berkeley,Oakland City Center/12th St
446,NBRK,WARM,5.8,USD,North Berkeley,Warm Springs/South Fremont
447,NBRK,MLPT,6.6,USD,North Berkeley,Milpitas
448,NBRK,BERY,6.9,USD,North Berkeley,Berryessa/North San Jose
449,NBRK,PCTR,5.55,USD,North Berkeley,Pittsburg Center
450,NBRK,ANTC,6.25,USD,North Berkeley,Antioch
451,DBRK,SSAN,5.25,USD,Downtown Berkeley,South San Francisco
452,DBRK,SBRN,5.5,USD,Downtown Berkeley,San Bruno
453,DBRK,SFIA,10.7,USD,Downtown Berkeley,San Francisco International Airport
454,DBRK,MLBR,5.9,USD,Downtown Berkeley,Millbrae
455,DBRK,WDUB,5.05,USD,Downtown Berkeley,West Dublin/Pleasanton
456,DBRK,RICH,2.15,USD,Downtown Berkeley,Richmond
457,DBRK,DELN,2.15,USD,Downtown Berkeley,Del Norte
458,DBRK,PLZA,2.15,USD,Downtown Berkeley,El Cerrito Plaza
459,DBRK,NBRK,2.15,USD,Downtown Berkeley,North Berkeley
460,DBRK,DBRK,6.4,USD,Downtown Berkeley,Downtown Berkeley
461,DBRK,ASHB,2.15,USD,Downtown Berkeley,Ashby
462,DBRK,MCAR,2.15,USD,Downtown Berkeley,MacArthur
463,DBRK,19TH,2.15,USD,Downtown Berkeley,19th Street Oakland
464,DBRK,12TH,2.15,USD,Downtown Berkeley,12th Street Oakland
465,DBRK,LAKE,2.15,USD,Downtown Berkeley,Lake Merritt
466,DBRK,FTVL,2.55,USD,Downtown Berkeley,Fruitvale
467,DBRK,COLS,2.9,USD,Downtown Berkeley,Coliseum
468,DBRK,SANL,3.45,USD,Downtown Berkeley,San Leandro
469,DBRK,BAYF,3.7,USD,Downtown Berkeley,Bay Fair
470,DBRK,HAYW,4,USD,Downtown Berkeley,Hayward
471,DBRK,SHAY,4.35,USD,Downtown Berkeley,South Hayward
472,DBRK,UCTY,4.9,USD,Downtown Berkeley,Union City
473,DBRK,FRMT,5.3,USD,Downtown Berkeley,Fremont
474,DBRK,CAST,4.05,USD,Downtown Berkeley,Castro Valley
475,DBRK,DUBL,5.25,USD,Downtown Berkeley,Dublin/Pleasanton
476,DBRK,PITT,5.3,USD,Downtown Berkeley,Pittsburg/Bay Point
477,DBRK,NCON,4.75,USD,Downtown Berkeley,North Concord/Martinez
478,DBRK,COLM,5,USD,Downtown Berkeley,Colma
479,DBRK,CONC,4.5,USD,Downtown Berkeley,Concord
480,DBRK,PHIL,4.05,USD,Downtown Berkeley,Pleasant Hill
481,DBRK,WCRK,3.9,USD,Downtown Berkeley,Walnut Creek
482,DBRK,LAFY,3.45,USD,Downtown Berkeley,Lafayette
483,DBRK,ORIN,2.75,USD,Downtown Berkeley,Orinda
484,DBRK,ROCK,2.15,USD,Downtown Berkeley,Rockridge
485,DBRK,WOAK,2.25,USD,Downtown Berkeley,West Oakland
486,DBRK,EMBR,4.5,USD,Downtown Berkeley,Embarcadero
487,DBRK,MONT,4.5,USD,Downtown Berkeley,Montgomery Street
488,DBRK,POWL,4.5,USD,Downtown Berkeley,Powell Street
489,DBRK,CIVC,4.5,USD,Downtown Berkeley,Civic Center
490,DBRK,16TH,4.6,USD,Downtown Berkeley,16th Street Mission
491,DBRK,24TH,4.65,USD,Downtown Berkeley,24th Street Mission
492,DBRK,GLEN,4.85,USD,Downtown Berkeley,Glen Park
493,DBRK,BALB,4.9,USD,Downtown Berkeley,Balboa Park
494,DBRK,DALY,5.05,USD,Downtown Berkeley,Daly City
495,DBRK,OAKL,9.6,USD,Downtown Berkeley,Oakland City Center/12th St
496,DBRK,WARM,5.75,USD,Downtown Berkeley,Warm Springs/South Fremont
497,DBRK,MLPT,6.55,USD,Downtown Berkeley,Milpitas
498,DBRK,BERY,6.85,USD,Downtown Berkeley,Berryessa/North San Jose
499,DBRK,PCTR,5.5,USD,Downtown Berkeley,Pittsburg Center
500,DBRK,ANTC,6.2,USD,Downtown Berkeley,Antioch
501,ASHB,SSAN,5.15,USD,Ashby,South San Francisco
502,ASHB,SBRN,5.4,USD,Ashby,San Bruno
503,ASHB,SFIA,10.6,USD,Ashby,San Francisco International Airport
504,ASHB,MLBR,5.8,USD,Ashby,Millbrae
505,ASHB,WDUB,5,USD,Ashby,West Dublin/Pleasanton
506,ASHB,RICH,2.15,USD,Ashby,Richmond
507,ASHB,DELN,2.15,USD,Ashby,Del Norte
508,ASHB,PLZA,2.15,USD,Ashby,El Cerrito Plaza
509,ASHB,NBRK,2.15,USD,Ashby,North Berkeley
510,ASHB,DBRK,2.15,USD,Ashby,Downtown Berkeley
511,ASHB,ASHB,6.4,USD,Ashby,Ashby
512,ASHB,MCAR,2.15,USD,Ashby,MacArthur
513,ASHB,19TH,2.15,USD,Ashby,19th Street Oakland
514,ASHB,12TH,2.15,USD,Ashby,12th Street Oakland
515,ASHB,LAKE,2.15,USD,Ashby,Lake Merritt
516,ASHB,FTVL,2.35,USD,Ashby,Fruitvale
517,ASHB,COLS,2.7,USD,Ashby,Coliseum
518,ASHB,SANL,3.25,USD,Ashby,San Leandro
519,ASHB,BAYF,3.6,USD,Ashby,Bay Fair
520,ASHB,HAYW,3.9,USD,Ashby,Hayward
521,ASHB,SHAY,4.25,USD,Ashby,South Hayward
522,ASHB,UCTY,4.8,USD,Ashby,Union City
523,ASHB,FRMT,5.2,USD,Ashby,Fremont
524,ASHB,CAST,3.95,USD,Ashby,Castro Valley
525,ASHB,DUBL,5.15,USD,Ashby,Dublin/Pleasanton
526,ASHB,PITT,5.3,USD,Ashby,Pittsburg/Bay Point
527,ASHB,NCON,4.7,USD,Ashby,North Concord/Martinez
528,ASHB,COLM,4.9,USD,Ashby,Colma
529,ASHB,CONC,4.5,USD,Ashby,Concord
530,ASHB,PHIL,4.05,USD,Ashby,Pleasant Hill
531,ASHB,WCRK,3.85,USD,Ashby,Walnut Creek
532,ASHB,LAFY,3.3,USD,Ashby,Lafayette
533,ASHB,ORIN,2.6,USD,Ashby,Orinda
534,ASHB,ROCK,2.15,USD,Ashby,Rockridge
535,ASHB,WOAK,2.15,USD,Ashby,West Oakland
536,ASHB,EMBR,4.3,USD,Ashby,Embarcadero
537,ASHB,MONT,4.3,USD,Ashby,Montgomery Street
538,ASHB,POWL,4.3,USD,Ashby,Powell Street
539,ASHB,CIVC,4.3,USD,Ashby,Civic Center
540,ASHB,16TH,4.5,USD,Ashby,16th Street Mission
541,ASHB,24TH,4.55,USD,Ashby,24th Street Mission
542,ASHB,GLEN,4.75,USD,Ashby,Glen Park
543,ASHB,BALB,4.8,USD,Ashby,Balboa Park
544,ASHB,DALY,4.95,USD,Ashby,Daly City
545,ASHB,OAKL,9.45,USD,Ashby,Oakland City Center/12th St
546,ASHB,WARM,5.65,USD,Ashby,Warm Springs/South Fremont
547,ASHB,MLPT,6.45,USD,Ashby,Milpitas
548,ASHB,BERY,6.75,USD,Ashby,Berryessa/North San Jose
549,ASHB,PCTR,5.45,USD,Ashby,Pittsburg Center
550,ASHB,ANTC,6.15,USD,Ashby,Antioch
551,MCAR,SSAN,5,USD,MacArthur,South San Francisco
552,MCAR,SBRN,5.3,USD,MacArthur,San Bruno
553,MCAR,SFIA,10.45,USD,MacArthur,San Francisco International Airport
554,MCAR,MLBR,5.65,USD,MacArthur,Millbrae
555,MCAR,WDUB,4.85,USD,MacArthur,West Dublin/Pleasanton
556,MCAR,RICH,3,USD,MacArthur,Richmond
557,MCAR,DELN,2.6,USD,MacArthur,Del Norte
558,MCAR,PLZA,2.3,USD,MacArthur,El Cerrito Plaza
559,MCAR,NBRK,2.15,USD,MacArthur,North Berkeley
560,MCAR,DBRK,2.15,USD,MacArthur,Downtown Berkeley
561,MCAR,ASHB,2.15,USD,MacArthur,Ashby
562,MCAR,MCAR,6.4,USD,MacArthur,MacArthur
563,MCAR,19TH,2.15,USD,MacArthur,19th Street Oakland
564,MCAR,12TH,2.15,USD,MacArthur,12th Street Oakland
565,MCAR,LAKE,2.15,USD,MacArthur,Lake Merritt
566,MCAR,FTVL,2.15,USD,MacArthur,Fruitvale
567,MCAR,COLS,2.5,USD,MacArthur,Coliseum
568,MCAR,SANL,3,USD,MacArthur,San Leandro
569,MCAR,BAYF,3.4,USD,MacArthur,Bay Fair
570,MCAR,HAYW,3.8,USD,MacArthur,Hayward
571,MCAR,SHAY,4.1,USD,MacArthur,South Hayward
572,MCAR,UCTY,4.65,USD,MacArthur,Union City
573,MCAR,FRMT,5.05,USD,MacArthur,Fremont
574,MCAR,CAST,3.8,USD,MacArthur,Castro Valley
575,MCAR,DUBL,5,USD,MacArthur,Dublin/Pleasanton
576,MCAR,PITT,5.3,USD,MacArthur,Pittsburg/Bay Point
577,MCAR,NCON,4.7,USD,MacArthur,North Concord/Martinez
578,MCAR,COLM,4.8,USD,MacArthur,Colma
579,MCAR,CONC,4.5,USD,MacArthur,Concord
580,MCAR,PHIL,4.05,USD,MacArthur,Pleasant Hill
581,MCAR,WCRK,3.85,USD,MacArthur,Walnut Creek
582,MCAR,LAFY,3.2,USD,MacArthur,Lafayette
583,MCAR,ORIN,2.15,USD,MacArthur,Orinda
584,MCAR,ROCK,2.15,USD,MacArthur,Rockridge
585,MCAR,WOAK,2.15,USD,MacArthur,West Oakland
586,MCAR,EMBR,4.05,USD,MacArthur,Embarcadero
587,MCAR,MONT,4.05,USD,MacArthur,Montgomery Street
588,MCAR,POWL,4.05,USD,MacArthur,Powell Street
589,MCAR,CIVC,4.05,USD,MacArthur,Civic Center
590,MCAR,16TH,4.25,USD,MacArthur,16th Street Mission
591,MCAR,24TH,4.35,USD,MacArthur,24th Street Mission
592,MCAR,GLEN,4.6,USD,MacArthur,Glen Park
593,MCAR,BALB,4.65,USD,MacArthur,Balboa Park
594,MCAR,DALY,4.8,USD,MacArthur,Daly City
595,MCAR,OAKL,9.2,USD,MacArthur,Oakland City Center/12th St
596,MCAR,WARM,5.5,USD,MacArthur,Warm Springs/South Fremont
597,MCAR,MLPT,6.3,USD,MacArthur,Milpitas
598,MCAR,BERY,6.6,USD,MacArthur,Berryessa/North San Jose
599,MCAR,PCTR,5.45,USD,MacArthur,Pittsburg Center
600,MCAR,ANTC,6.15,USD,MacArthur,Antioch
601,19TH,SSAN,4.9,USD,19th Street Oakland,South San Francisco
602,19TH,SBRN,5.2,USD,19th Street Oakland,San Bruno
603,19TH,SFIA,10.35,USD,19th Street Oakland,San Francisco International Airport
604,19TH,MLBR,5.55,USD,19th Street Oakland,Millbrae
605,19TH,WDUB,4.75,USD,19th Street Oakland,West Dublin/Pleasanton
606,19TH,RICH,3.2,USD,19th Street Oakland,Richmond
607,19TH,DELN,2.85,USD,19th Street Oakland,Del Norte
608,19TH,PLZA,2.55,USD,19th Street Oakland,El Cerrito Plaza
609,19TH,NBRK,2.15,USD,19th Street Oakland,North Berkeley
610,19TH,DBRK,2.15,USD,19th Street Oakland,Downtown Berkeley
611,19TH,ASHB,2.15,USD,19th Street Oakland,Ashby
612,19TH,MCAR,2.15,USD,19th Street Oakland,MacArthur
613,19TH,19TH,6.4,USD,19th Street Oakland,19th Street Oakland
614,19TH,12TH,2.15,USD,19th Street Oakland,12th Street Oakland
615,19TH,LAKE,2.15,USD,19th Street Oakland,Lake Merritt
616,19TH,FTVL,2.15,USD,19th Street Oakland,Fruitvale
617,19TH,COLS,2.15,USD,19th Street Oakland,Coliseum
618,19TH,SANL,2.75,USD,19th Street Oakland,San Leandro
619,19TH,BAYF,3.2,USD,19th Street Oakland,Bay Fair
620,19TH,HAYW,3.7,USD,19th Street Oakland,Hayward
621,19TH,SHAY,4,USD,19th Street Oakland,South Hayward
622,19TH,UCTY,4.55,USD,19th Street Oakland,Union City
623,19TH,FRMT,4.95,USD,19th Street Oakland,Fremont
624,19TH,CAST,3.7,USD,19th Street Oakland,Castro Valley
625,19TH,DUBL,4.9,USD,19th Street Oakland,Dublin/Pleasanton
626,19TH,PITT,5.3,USD,19th Street Oakland,Pittsburg/Bay Point
627,19TH,NCON,4.75,USD,19th Street Oakland,North Concord/Martinez
628,19TH,COLM,4.7,USD,19th Street Oakland,Colma
629,19TH,CONC,4.5,USD,19th Street Oakland,Concord
630,19TH,PHIL,4.05,USD,19th Street Oakland,Pleasant Hill
631,19TH,WCRK,3.9,USD,19th Street Oakland,Walnut Creek
632,19TH,LAFY,3.4,USD,19th Street Oakland,Lafayette
633,19TH,ORIN,2.7,USD,19th Street Oakland,Orinda
634,19TH,ROCK,2.15,USD,19th Street Oakland,Rockridge
635,19TH,WOAK,2.15,USD,19th Street Oakland,West Oakland
636,19TH,EMBR,3.85,USD,19th Street Oakland,Embarcadero
637,19TH,MONT,3.85,USD,19th Street Oakland,Montgomery Street
638,19TH,POWL,3.85,USD,19th Street Oakland,Powell Street
639,19TH,CIVC,3.85,USD,19th Street Oakland,Civic Center
640,19TH,16TH,4.05,USD,19th Street Oakland,16th Street Mission
641,19TH,24TH,4.15,USD,19th Street Oakland,24th Street Mission
642,19TH,GLEN,4.4,USD,19th Street Oakland,Glen Park
643,19TH,BALB,4.55,USD,19th Street Oakland,Balboa Park
644,19TH,DALY,4.7,USD,19th Street Oakland,Daly City
645,19TH,OAKL,8.85,USD,19th Street Oakland,Oakland City Center/12th St
646,19TH,WARM,5.4,USD,19th Street Oakland,Warm Springs/South Fremont
647,19TH,MLPT,6.2,USD,19th Street Oakland,Milpitas
648,19TH,BERY,6.5,USD,19th Street Oakland,Berryessa/North San Jose
649,19TH,PCTR,5.5,USD,19th Street Oakland,Pittsburg Center
650,19TH,ANTC,6.2,USD,19th Street Oakland,Antioch
651,12TH,SSAN,4.9,USD,12th Street Oakland,South San Francisco
652,12TH,SBRN,5.2,USD,12th Street Oakland,San Bruno
653,12TH,SFIA,10.35,USD,12th Street Oakland,San Francisco International Airport
654,12TH,MLBR,5.55,USD,12th Street Oakland,Millbrae
655,12TH,WDUB,4.75,USD,12th Street Oakland,West Dublin/Pleasanton
656,12TH,RICH,3.2,USD,12th Street Oakland,Richmond
657,12TH,DELN,2.85,USD,12th Street Oakland,Del Norte
658,12TH,PLZA,2.55,USD,12th Street Oakland,El Cerrito Plaza
659,12TH,NBRK,2.15,USD,12th Street Oakland,North Berkeley
660,12TH,DBRK,2.15,USD,12th Street Oakland,Downtown Berkeley
661,12TH,ASHB,2.15,USD,12th Street Oakland,Ashby
662,12TH,MCAR,2.15,USD,12th Street Oakland,MacArthur
663,12TH,19TH,2.15,USD,12th Street Oakland,19th Street Oakland
664,12TH,12TH,6.4,USD,12th Street Oakland,12th Street Oakland
665,12TH,LAKE,2.15,USD,12th Street Oakland,Lake Merritt
666,12TH,FTVL,2.15,USD,12th Street Oakland,Fruitvale
667,12TH,COLS,2.15,USD,12th Street Oakland,Coliseum
668,12TH,SANL,2.75,USD,12th Street Oakland,San Leandro
669,12TH,BAYF,3.2,USD,12th Street Oakland,Bay Fair
670,12TH,HAYW,3.7,USD,12th Street Oakland,Hayward
671,12TH,SHAY,4,USD,12th Street Oakland,South Hayward
672,12TH,UCTY,4.55,USD,12th Street Oakland,Union City
673,12TH,FRMT,4.95,USD,12th Street Oakland,Fremont
674,12TH,CAST,3.7,USD,12th Street Oakland,Castro Valley
675,12TH,DUBL,4.9,USD,12th Street Oakland,Dublin/Pleasanton
676,12TH,PITT,5.3,USD,12th Street Oakland,Pittsburg/Bay Point
677,12TH,NCON,4.75,USD,12th Street Oakland,North Concord/Martinez
678,12TH,COLM,4.7,USD,12th Street Oakland,Colma
679,12TH,CONC,4.5,USD,12th Street Oakland,Concord
680,12TH,PHIL,4.05,USD,12th Street Oakland,Pleasant Hill
681,12TH,WCRK,3.9,USD,12th Street Oakland,Walnut Creek
682,12TH,LAFY,3.4,USD,12th Street Oakland,Lafayette
683,12TH,ORIN,2.7,USD,12th Street Oakland,Orinda
684,12TH,ROCK,2.15,USD,12th Street Oakland,Rockridge
685,12TH,WOAK,2.15,USD,12th Street Oakland,West Oakland
686,12TH,EMBR,3.85,USD,12th Street Oakland,Embarcadero
687,12TH,MONT,3.85,USD,12th Street Oakland,Montgomery Street
688,12TH,POWL,3.85,USD,12th Street Oakland,Powell Street
689,12TH,CIVC,3.85,USD,12th Street Oakland,Civic Center
690,12TH,16TH,4.05,USD,12th Street Oakland,16th Street Mission
691,12TH,24TH,4.15,USD,12th Street Oakland,24th Street Mission
692,12TH,GLEN,4.4,USD,12th Street Oakland,Glen Park
693,12TH,BALB,4.55,USD,12th Street Oakland,Balboa Park
694,12TH,DALY,4.7,USD,12th Street Oakland,Daly City
695,12TH,OAKL,8.85,USD,12th Street Oakland,Oakland City Center/12th St
696,12TH,WARM,5.4,USD,12th Street Oakland,Warm Springs/South Fremont
697,12TH,MLPT,6.2,USD,12th Street Oakland,Milpitas
698,12TH,BERY,6.5,USD,12th Street Oakland,Berryessa/North San Jose
699,12TH,PCTR,5.5,USD,12th Street Oakland,Pittsburg Center
700,12TH,ANTC,6.2,USD,12th Street Oakland,Antioch
701,LAKE,SSAN,4.9,USD,Lake Merritt,South San Francisco
702,LAKE,SBRN,5.2,USD,Lake Merritt,San Bruno
703,LAKE,SFIA,10.35,USD,Lake Merritt,San Francisco International Airport
704,LAKE,MLBR,5.55,USD,Lake Merritt,Millbrae
705,LAKE,WDUB,4.75,USD,Lake Merritt,West Dublin/Pleasanton
706,LAKE,RICH,3.2,USD,Lake Merritt,Richmond
707,LAKE,DELN,2.85,USD,Lake Merritt,Del Norte
708,LAKE,PLZA,2.55,USD,Lake Merritt,El Cerrito Plaza
709,LAKE,NBRK,2.15,USD,Lake Merritt,North Berkeley
710,LAKE,DBRK,2.15,USD,Lake Merritt,Downtown Berkeley
711,LAKE,ASHB,2.15,USD,Lake Merritt,Ashby
712,LAKE,MCAR,2.15,USD,Lake Merritt,MacArthur
713,LAKE,19TH,2.15,USD,Lake Merritt,19th Street Oakland
714,LAKE,12TH,2.15,USD,Lake Merritt,12th Street Oakland
715,LAKE,LAKE,6.4,USD,Lake Merritt,Lake Merritt
716,LAKE,FTVL,2.15,USD,Lake Merritt,Fruitvale
717,LAKE,COLS,2.15,USD,Lake Merritt,Coliseum
718,LAKE,SANL,2.75,USD,Lake Merritt,San Leandro
719,LAKE,BAYF,3.2,USD,Lake Merritt,Bay Fair
720,LAKE,HAYW,3.7,USD,Lake Merritt,Hayward
721,LAKE,SHAY,4,USD,Lake Merritt,South Hayward
722,LAKE,UCTY,4.55,USD,Lake Merritt,Union City
723,LAKE,FRMT,4.95,USD,Lake Merritt,Fremont
724,LAKE,CAST,3.7,USD,Lake Merritt,Castro Valley
725,LAKE,DUBL,4.9,USD,Lake Merritt,Dublin/Pleasanton
726,LAKE,PITT,5.3,USD,Lake Merritt,Pittsburg/Bay Point
727,LAKE,NCON,4.75,USD,Lake Merritt,North Concord/Martinez
728,LAKE,COLM,4.7,USD,Lake Merritt,Colma
729,LAKE,CONC,4.5,USD,Lake Merritt,Concord
730,LAKE,PHIL,4.05,USD,Lake Merritt,Pleasant Hill
731,LAKE,WCRK,3.9,USD,Lake Merritt,Walnut Creek
732,LAKE,LAFY,3.4,USD,Lake Merritt,Lafayette
733,LAKE,ORIN,2.7,USD,Lake Merritt,Orinda
734,LAKE,ROCK,2.15,USD,Lake Merritt,Rockridge
735,LAKE,WOAK,2.15,USD,Lake Merritt,West Oakland
736,LAKE,EMBR,3.85,USD,Lake Merritt,Embarcadero
737,LAKE,MONT,3.85,USD,Lake Merritt,Montgomery Street
738,LAKE,POWL,3.85,USD,Lake Merritt,Powell Street
739,LAKE,CIVC,3.85,USD,Lake Merritt,Civic Center
740,LAKE,16TH,4.05,USD,Lake Merritt,16th Street Mission
741,LAKE,24TH,4.15,USD,Lake Merritt,24th Street Mission
742,LAKE,GLEN,4.4,USD,Lake Merritt,Glen Park
743,LAKE,BALB,4.55,USD,Lake Merritt,Balboa Park
744,LAKE,DALY,4.7,USD,Lake Merritt,Daly City
745,LAKE,OAKL,8.85,USD,Lake Merritt,Oakland City Center/12th St
746,LAKE,WARM,5.4,USD,Lake Merritt,Warm Springs/South Fremont
747,LAKE,MLPT,6.2,USD,Lake Merritt,Milpitas
748,LAKE,BERY,6.5,USD,Lake Merritt,Berryessa/North San Jose
749,LAKE,PCTR,5.5,USD,Lake Merritt,Pittsburg Center
750,LAKE,ANTC,6.2,USD,Lake Merritt,Antioch
751,FTVL,SSAN,5.2,USD,Fruitvale,South San Francisco
752,FTVL,SBRN,5.5,USD,Fruitvale,San Bruno
753,FTVL,SFIA,10.65,USD,Fruitvale,San Francisco International Airport
754,FTVL,MLBR,5.85,USD,Fruitvale,Millbrae
755,FTVL,WDUB,4.45,USD,Fruitvale,West Dublin/Pleasanton
756,FTVL,RICH,3.55,USD,Fruitvale,Richmond
757,FTVL,DELN,3.35,USD,Fruitvale,Del Norte
758,FTVL,PLZA,3.05,USD,Fruitvale,El Cerrito Plaza
759,FTVL,NBRK,2.7,USD,Fruitvale,North Berkeley
760,FTVL,DBRK,2.55,USD,Fruitvale,Downtown Berkeley
761,FTVL,ASHB,2.35,USD,Fruitvale,Ashby
762,FTVL,MCAR,2.15,USD,Fruitvale,MacArthur
763,FTVL,19TH,2.15,USD,Fruitvale,19th Street Oakland
764,FTVL,12TH,2.15,USD,Fruitvale,12th Street Oakland
765,FTVL,LAKE,2.15,USD,Fruitvale,Lake Merritt
766,FTVL,FTVL,6.4,USD,Fruitvale,Fruitvale
767,FTVL,COLS,2.15,USD,Fruitvale,Coliseum
768,FTVL,SANL,2.15,USD,Fruitvale,San Leandro
769,FTVL,BAYF,2.7,USD,Fruitvale,Bay Fair
770,FTVL,HAYW,3.2,USD,Fruitvale,Hayward
771,FTVL,SHAY,3.7,USD,Fruitvale,South Hayward
772,FTVL,UCTY,4.25,USD,Fruitvale,Union City
773,FTVL,FRMT,4.65,USD,Fruitvale,Fremont
774,FTVL,CAST,3.2,USD,Fruitvale,Castro Valley
775,FTVL,DUBL,4.6,USD,Fruitvale,Dublin/Pleasanton
776,FTVL,PITT,5.5,USD,Fruitvale,Pittsburg/Bay Point
777,FTVL,NCON,4.9,USD,Fruitvale,North Concord/Martinez
778,FTVL,COLM,5,USD,Fruitvale,Colma
779,FTVL,CONC,4.7,USD,Fruitvale,Concord
780,FTVL,PHIL,4.25,USD,Fruitvale,Pleasant Hill
781,FTVL,WCRK,4.05,USD,Fruitvale,Walnut Creek
782,FTVL,LAFY,3.65,USD,Fruitvale,Lafayette
783,FTVL,ORIN,3.05,USD,Fruitvale,Orinda
784,FTVL,ROCK,2.2,USD,Fruitvale,Rockridge
785,FTVL,WOAK,2.15,USD,Fruitvale,West Oakland
786,FTVL,EMBR,4.3,USD,Fruitvale,Embarcadero
787,FTVL,MONT,4.3,USD,Fruitvale,Montgomery Street
788,FTVL,POWL,4.3,USD,Fruitvale,Powell Street
789,FTVL,CIVC,4.3,USD,Fruitvale,Civic Center
790,FTVL,16TH,4.5,USD,Fruitvale,16th Street Mission
791,FTVL,24TH,4.65,USD,Fruitvale,24th Street Mission
792,FTVL,GLEN,4.8,USD,Fruitvale,Glen Park
793,FTVL,BALB,4.85,USD,Fruitvale,Balboa Park
794,FTVL,DALY,5,USD,Fruitvale,Daly City
795,FTVL,OAKL,8.85,USD,Fruitvale,Oakland City Center/12th St
796,FTVL,WARM,5.15,USD,Fruitvale,Warm Springs/South Fremont
797,FTVL,MLPT,5.95,USD,Fruitvale,Milpitas
798,FTVL,BERY,6.2,USD,Fruitvale,Berryessa/North San Jose
799,FTVL,PCTR,5.65,USD,Fruitvale,Pittsburg Center
800,FTVL,ANTC,6.35,USD,Fruitvale,Antioch
801,COLS,SSAN,5.4,USD,Coliseum,South San Francisco
802,COLS,SBRN,5.7,USD,Coliseum,San Bruno
803,COLS,SFIA,10.85,USD,Coliseum,San Francisco International Airport
804,COLS,MLBR,6.05,USD,Coliseum,Millbrae
805,COLS,WDUB,4.2,USD,Coliseum,West Dublin/Pleasanton
806,COLS,RICH,3.8,USD,Coliseum,Richmond
807,COLS,DELN,3.55,USD,Coliseum,Del Norte
808,COLS,PLZA,3.4,USD,Coliseum,El Cerrito Plaza
809,COLS,NBRK,3.05,USD,Coliseum,North Berkeley
810,COLS,DBRK,2.9,USD,Coliseum,Downtown Berkeley
811,COLS,ASHB,2.7,USD,Coliseum,Ashby
812,COLS,MCAR,2.5,USD,Coliseum,MacArthur
813,COLS,19TH,2.15,USD,Coliseum,19th Street Oakland
814,COLS,12TH,2.15,USD,Coliseum,12th Street Oakland
815,COLS,LAKE,2.15,USD,Coliseum,Lake Merritt
816,COLS,FTVL,2.15,USD,Coliseum,Fruitvale
817,COLS,COLS,6.4,USD,Coliseum,Coliseum
818,COLS,SANL,2.15,USD,Coliseum,San Leandro
819,COLS,BAYF,2.15,USD,Coliseum,Bay Fair
820,COLS,HAYW,2.85,USD,Coliseum,Hayward
821,COLS,SHAY,3.35,USD,Coliseum,South Hayward
822,COLS,UCTY,4.05,USD,Coliseum,Union City
823,COLS,FRMT,4.45,USD,Coliseum,Fremont
824,COLS,CAST,2.85,USD,Coliseum,Castro Valley
825,COLS,DUBL,4.4,USD,Coliseum,Dublin/Pleasanton
826,COLS,PITT,5.7,USD,Coliseum,Pittsburg/Bay Point
827,COLS,NCON,5.15,USD,Coliseum,North Concord/Martinez
828,COLS,COLM,5.2,USD,Coliseum,Colma
